sample_id,token,is_word,is_CIU
16,father,1,1
16,was,1,1
16,trapped,1,1
16,in,1,1
16,the,1,1
16,tree,1,1
16,maybe,1,0
16,his,1,1
16,daughter,1,1
16,called,1,1
16,the,1,1
16,fire,1,1
16,department,1,1
16,and,1,1
16,the,1,1
16,fire,1,1
16,department,1,1
16,drove,1,1
16,to,1,1
16,rescue,1,1
16,the,1,0
16,tree,1,0
16,and,1,0
16,the,1,1
16,man,1,1
16,the,1,1
16,fire,1,1
16,department,1,1
16,ran,1,1
16,to,1,1
16,the,1,1
16,man,1,1
16,carrying,1,1
16,the,1,1
16,ladder,1,1
16,to,1,1
16,the,1,0
16,man,1,0
16,i,1,0
16,rescue,1,1
16,the,1,0
16,father,1,1
16,from,1,0
16,the,1,0
16,tree,1,0
16,and,1,1
16,the,1,1
16,cat,1,1
16,from,1,1
16,the,1,1
16,tree,1,1
16,um,0,0
16,the,1,1
16,dog,1,1
16,is,1,1
16,excited,1,1
16,that,1,0
16,it,1,0
17,no,1,0
17,i,1,0
17,i,1,0
17,it,1,0
17,it,1,0
17,um,0,0
17,the,1,0
17,puzzling,1,0
17,the,1,1
17,dog,1,1
17,is,1,1
17,puzzling,1,0
17,a,1,1
17,cat,1,1
17,and,1,0
17,the,1,0
17,dog,1,0
17,and,1,0
17,a,1,0
17,a,1,0
17,dog,1,0
17,like,1,0
17,you,1,0
18,yeah,1,0
18,fascinating,1,0
18,i,1,0
18,just,1,0
18,have,1,0
18,um,0,0
18,one,1,0
18,dog,1,1
18,just,1,0
18,it,1,0
18,just,1,0
18,that,1,0
18,it,1,0
19,um,0,0
19,the,1,1
19,little,1,1
19,girl,1,1
19,wants,1,1
19,her,1,1
19,cat,1,1
19,that,1,1
19,climbed,1,1
19,up,1,1
19,in,1,1
19,a,1,1
19,tree,1,1
19,and,1,1
19,so,1,1
19,the,1,1
19,man,1,1
19,got,1,1
19,up,1,1
19,the,1,1
19,tree,1,1
19,to,1,1
19,retrieve,1,1
19,the,1,1
19,cat,1,1
19,um,0,0
19,and,1,1
19,the,1,1
19,ladder,1,1
19,fell,1,1
19,out,1,1
19,behind,1,1
19,him,1,1
19,and,1,1
19,the,1,1
19,dog,1,1
19,is,1,1
19,barking,1,1
19,at,1,1
19,all,1,1
19,the,1,1
19,excitement,1,1
19,and,1,1
19,the,1,1
19,firemen,1,1
19,are,1,1
19,coming,1,1
19,to,1,1
19,rescue,1,1
19,uh,0,0
19,i,1,0
19,assume,1,0
19,the,1,1
19,cat,1,1
19,and,1,1
19,the,1,1
19,man,1,1
19,and,1,0
19,uh,0,0
19,there,1,1
19,a,1,1
19,bird,1,1
19,on,1,1
19,another,1,1
19,branch,1,1
19,that,1,1
19,singing,1,1
21,mmm,0,0
21,okay,1,0
21,um,0,0
21,i,1,0
21,i,1,0
21,was,1,0
21,going,1,0
21,and,1,0
21,there,1,0
21,some,1,0
21,stuck,1,0
21,right,1,0
21,there,1,0
21,and,1,0
21,he,1,0
21,wants,1,0
21,to,1,0
21,go,1,0
21,right,1,0
21,there,1,0
21,um,0,0
21,this,1,0
21,thing,1,0
21,here,1,0
21,because,1,0
21,now,1,0
21,she,1,0
21,not,1,0
21,doing,1,0
21,this,1,0
21,one,1,0
21,and,1,0
21,to,1,0
21,do,1,0
21,this,1,0
21,so,1,0
21,she,1,0
21,going,1,0
21,to,1,0
21,um,0,0
21,she,1,0
21,going,1,0
21,to,1,0
21,go,1,0
21,and,1,0
21,do,1,0
21,that,1,0
21,and,1,0
21,then,1,0
21,she,1,0
21,going,1,0
21,to,1,0
21,do,1,0
21,that,1,0
21,but,1,0
21,she,1,0
21,is,1,0
21,not,1,0
21,gon,0,0
21,na,0,0
21,wait,1,0
21,um,0,0
21,she,1,0
21,going,1,0
21,to,1,0
21,go,1,0
21,and,1,0
21,watch,1,0
21,this,1,0
21,one,1,0
21,here,1,0
21,i,1,0
21,think,1,0
21,that,1,0
21,is,1,0
21,all,1,0
21,that,1,0
21,is,1,0
21,it,1,0
21,because,1,0
21,this,1,0
21,one,1,0
21,here,1,0
21,i,1,0
21,it,1,0
21,going,1,0
21,to,1,0
21,do,1,0
21,right,1,0
21,up,1,0
21,here,1,0
21,and,1,0
21,that,1,0
21,it,1,0
22,okay,1,0
22,well,1,0
22,it,1,1
22,looks,1,1
22,like,1,1
22,the,1,1
22,cat,1,1
22,was,1,1
22,stuck,1,1
22,in,1,1
22,the,1,1
22,uh,1,0
22,tree,1,1
22,and,1,1
22,the,1,1
22,man,1,1
22,had,1,1
22,tried,1,1
22,to,1,1
22,get,1,1
22,to,1,0
22,cat,1,1
22,out,1,1
22,but,1,1
22,he,1,1
22,was,1,1
22,not,1,1
22,able,1,1
22,to,1,1
22,do,1,1
22,that,1,1
22,so,1,1
22,the,1,1
22,firemen,1,1
22,came,1,1
22,to,1,1
22,um,0,0
22,to,1,0
22,help,1,1
22,him,1,1
22,i,1,0
22,do,1,0
22,know,1,0
22,if,1,0
22,t,0,0
22,they,1,1
22,there,1,1
22,to,1,1
22,get,1,1
22,the,1,0
22,cat,1,0
22,or,1,0
22,the,1,0
22,or,1,0
22,get,1,0
22,the,1,1
22,man,1,1
22,and,1,1
22,the,1,1
22,cat,1,1
22,or,1,0
22,the,1,1
22,dog,1,1
22,is,1,1
22,barking,1,1
22,up,1,1
22,the,1,1
22,tree,1,1
22,it,1,0
22,was,1,0
22,a,1,0
22,hmm,0,0
22,spring,1,0
22,or,1,0
22,fall,1,0
22,day,1,0
22,i,1,0
22,gon,1,0
22,na,1,0
22,go,1,0
22,with,1,0
22,spring,1,0
22,cause,1,0
22,i,1,0
22,like,1,0
22,that,1,0
22,better,1,0
22,and,1,0
22,this,1,0
22,little,1,1
22,girl,1,1
22,was,1,1
22,out,1,1
22,riding,1,1
22,her,1,1
22,tricycle,1,1
22,and,1,0
22,she,1,1
22,saw,1,1
22,a,1,1
22,cat,1,1
22,up,1,1
22,in,1,1
22,a,1,1
22,tree,1,1
22,and,1,0
22,she,1,0
22,looked,1,0
22,and,1,0
22,then,1,0
22,she,1,1
22,saw,1,1
22,a,1,1
22,dog,1,1
22,barking,1,1
22,at,1,1
22,the,1,1
22,bottom,1,1
22,of,1,1
22,the,1,1
22,tree,1,1
22,and,1,0
22,the,1,1
22,cat,1,1
22,was,1,1
22,afraid,1,1
22,of,1,1
22,the,1,1
22,dog,1,1
22,so,1,1
22,she,1,1
22,was,1,1
22,trying,1,1
22,to,1,1
22,tell,1,1
22,the,1,1
22,cat,1,1
22,that,1,1
22,it,1,1
22,was,1,1
22,okay,1,1
22,jump,1,1
22,down,1,1
22,let,1,1
22,me,1,1
22,help,1,1
22,you,1,1
22,but,1,1
22,she,1,1
22,could,1,1
22,get,1,1
22,the,1,1
22,cat,1,1
22,out,1,1
22,of,1,1
22,the,1,1
22,tree,1,1
22,so,1,1
22,she,1,1
22,got,1,1
22,her,1,1
22,dad,1,1
22,who,1,1
22,brought,1,1
22,a,1,1
22,ladder,1,1
22,and,1,0
22,the,1,1
22,dad,1,1
22,climbed,1,1
22,up,1,1
22,the,1,1
22,tree,1,1
22,and,1,0
22,the,1,1
22,ladder,1,1
22,fell,1,1
22,down,1,1
22,so,1,1
22,he,1,1
22,couldn’t,1,1
22,get,1,1
22,down,1,1
22,again,1,1
22,and,1,0
22,the,1,1
22,cat,1,1
22,and,1,0
22,the,1,1
22,dad,1,1
22,were,1,1
22,stuck,1,1
22,in,1,1
22,the,1,1
22,tree,1,1
22,and,1,0
22,the,1,1
22,fire,1,1
22,department,1,1
22,came,1,1
22,with,1,1
22,the,1,1
22,ladder,1,1
22,of,1,0
22,their,1,0
22,own,1,0
22,and,1,0
22,um,0,0
22,they,1,1
22,were,1,1
22,working,1,1
22,to,1,1
22,get,1,1
22,the,1,1
22,cat,1,1
22,down,1,1
22,safely,1,1
22,and,1,0
22,not,1,1
22,get,1,1
22,bit,1,1
22,by,1,1
22,the,1,1
22,dog,1,1
22,hopefully,1,0
22,they,1,0
22,did,1,0
22,that,1,0
51,he,1,0
51,got,1,1
51,the,1,1
51,ladder,1,1
51,to,1,1
51,get,1,1
51,up,1,1
51,there,1,0
52,but,1,0
52,then,1,0
52,maybe,1,0
52,the,1,0
52,dog,1,1
52,knocked,1,1
52,down,1,1
52,the,1,1
52,ladder,1,1
53,but,1,0
53,no,1,1
53,one,1,1
53,was,1,1
53,able,1,1
53,to,1,1
53,figure,1,1
53,out,1,1
53,how,1,1
53,to,1,1
53,get,1,1
53,the,1,1
53,ladder,1,1
53,up,1,1
53,on,1,1
53,the,1,1
53,tree,1,1
55,well,1,0
55,i,1,0
55,think,1,0
55,in,1,0
55,the,1,0
55,beginning,1,0
55,a,1,1
55,young,1,1
55,lady,1,1
55,has,1,1
55,lost,1,1
55,her,1,1
55,kitty,1,1
55,cat,1,1
56,kitty,1,1
56,cat,1,1
56,climbs,1,1
56,the,1,1
56,tree,1,1
57,and,1,0
57,um,0,0
57,probably,1,0
57,her,1,1
57,dad,1,1
57,tried,1,1
57,to,1,1
57,be,1,1
57,the,1,1
57,savior,1,1
57,here,1,0
57,in,1,1
57,the,1,1
57,rescue,1,1
58,he,1,0
58,the,1,1
58,tree,1,1
59,the,1,1
59,cat,1,1
59,moved,1,1
59,out,1,1
59,to,1,1
59,the,1,1
59,small,1,1
59,limb,1,1
66,ok,1,0
66,once,1,0
66,upon,1,0
66,a,1,0
66,time,1,0
66,there,1,1
66,was,1,1
66,a,1,1
66,little,1,1
66,girl,1,1
66,who,1,1
66,had,1,1
66,a,1,1
66,cat,1,1
66,named,1,1
66,spotty,1,1
66,and,1,1
66,spotty,1,1
66,one,1,1
66,day,1,1
66,went,1,1
66,outside,1,1
66,and,1,1
66,climbed,1,1
66,the,1,1
66,tree,1,1
66,which,1,1
66,very,1,1
66,much,1,1
66,upset,1,1
66,the,1,1
66,little,1,1
66,girl,1,1
66,who,1,1
66,had,1,1
66,been,1,1
66,riding,1,1
66,her,1,1
66,tricycle,1,1
66,and,1,0
66,uh,0,0
66,so,1,1
66,she,1,1
66,called,1,1
66,her,1,1
66,father,1,1
66,and,1,1
66,her,1,1
66,father,1,1
66,got,1,1
66,out,1,1
66,the,1,1
66,ladder,1,1
66,and,1,1
66,climbed,1,1
66,up,1,1
66,to,1,1
66,go,1,1
66,get,1,1
66,spotty,1,1
66,the,1,1
66,cat,1,1
66,but,1,1
66,the,1,1
66,little,1,1
66,girl,1,1
66,and,1,1
66,her,1,1
66,father,1,1
66,dog,1,1
66,barky,1,1
66,came,1,1
66,along,1,1
66,and,1,1
66,barky,1,1
66,uh,0,0
66,knocked,1,1
66,over,1,1
66,the,1,1
66,ladder,1,1
66,so,1,1
66,then,1,1
66,the,1,1
66,father,1,1
66,was,1,1
66,trapped,1,1
66,in,1,1
66,the,1,1
66,tree,1,1
66,trying,1,1
66,so,1,1
66,loudly,1,1
66,that,1,0
66,the,1,0
66,i,1,0
66,do,1,0
66,know,1,0
66,mom,1,0
66,was,1,0
66,inside,1,0
66,and,1,0
66,she,1,0
66,saw,1,0
66,this,1,0
66,happening,1,0
66,from,1,0
66,the,1,0
66,window,1,0
66,so,1,0
66,she,1,0
66,called,1,0
66,the,1,0
66,fire,1,0
66,department,1,0
66,and,1,0
66,the,1,0
66,fire,1,0
66,department,1,0
66,uhh,0,0
66,the,1,1
66,firefighters,1,1
66,came,1,1
66,using,1,1
66,their,1,1
66,ladder,1,1
66,and,1,1
66,they,1,1
66,got,1,1
66,both,1,1
66,dad,1,1
66,and,1,1
66,spotty,1,1
66,down,1,1
66,from,1,1
66,the,1,1
66,tree,1,1
66,and,1,0
66,everybody,1,0
66,lived,1,0
66,happily,1,0
66,ever,1,0
66,after,1,0
67,alright,1,0
67,ok,1,0
67,oh,0,0
67,goodness,1,0
67,ok,1,0
67,we,1,1
67,have,1,1
67,a,1,1
67,little,1,1
67,girl,1,1
67,there,1,0
67,was,1,0
67,ok,1,0
67,there,1,0
67,was,1,0
67,a,1,0
67,little,1,1
67,girl,1,1
67,whose,1,1
67,name,1,1
67,was,1,1
67,annie,1,1
67,annie,1,1
67,had,1,1
67,a,1,1
67,cat,1,1
67,whose,1,1
67,name,1,1
67,was,1,1
67,uh,0,0
67,spot,1,1
67,and,1,1
67,one,1,1
67,day,1,1
67,annie,1,1
67,was,1,1
67,playing,1,1
67,outside,1,1
67,with,1,1
67,spot,1,1
67,and,1,0
67,also,1,1
67,with,1,1
67,her,1,1
67,dog,1,1
67,rover,1,1
67,and,1,0
67,he,1,0
67,and,1,0
67,rover,1,1
67,chased,1,1
67,the,1,1
67,cat,1,1
67,around,1,0
67,the,1,0
67,yard,1,0
67,and,1,0
67,the,1,1
67,cat,1,1
67,ran,1,1
67,up,1,1
67,into,1,1
67,the,1,1
67,tree,1,1
67,got,1,1
67,to,1,1
67,a,1,1
67,far,1,1
67,branch,1,1
67,in,1,1
67,the,1,1
67,tree,1,1
67,and,1,1
67,sat,1,1
67,down,1,1
67,well,1,0
67,annie,1,1
67,was,1,1
67,really,1,1
67,worried,1,1
67,about,1,0
67,that,1,0
67,she,1,0
67,was,1,0
67,worried,1,0
67,that,1,1
67,spot,1,1
67,the,1,1
67,cat,1,1
67,was,1,1
67,not,1,1
67,going,1,1
67,to,1,1
67,be,1,1
67,able,1,1
67,to,1,1
67,get,1,1
67,down,1,1
67,so,1,1
67,she,1,1
67,called,1,1
67,her,1,1
67,dad,1,1
67,and,1,1
67,asked,1,1
67,him,1,1
67,to,1,1
67,come,1,1
67,please,1,1
67,please,1,0
67,help,1,1
67,get,1,1
67,the,1,1
67,cat,1,1
67,out,1,1
67,of,1,1
67,the,1,1
67,tree,1,1
67,so,1,0
67,her,1,1
67,dad,1,1
67,used,1,1
67,a,1,1
67,ladder,1,1
67,to,1,1
67,climb,1,1
67,up,1,1
67,onto,1,1
67,the,1,1
67,first,1,1
67,main,1,1
67,branch,1,1
67,of,1,1
67,the,1,1
67,tree,1,1
67,and,1,1
67,the,1,1
67,cat,1,1
67,was,1,1
67,on,1,1
67,one,1,1
67,of,1,1
67,the,1,1
67,smaller,1,1
67,branches,1,1
67,branching,1,0
67,right,1,0
67,off,1,0
67,of,1,0
67,that,1,0
67,one,1,0
67,but,1,1
67,he,1,1
67,could,1,1
67,get,1,1
67,any,1,1
67,farther,1,1
67,and,1,1
67,the,1,1
67,ladder,1,1
67,he,1,1
67,ended,1,1
67,up,1,1
67,by,1,1
67,accident,1,1
67,pushing,1,1
67,the,1,1
67,ladder,1,1
67,down,1,1
67,thank,1,0
67,goodness,1,0
67,the,1,0
67,ladder,1,0
67,did,1,0
67,hit,1,0
67,annie,1,0
67,meanwhile,1,0
67,annie,1,0
67,is,1,0
67,still,1,0
67,very,1,0
67,very,1,0
67,upset,1,0
67,so,1,0
67,somebody,1,0
67,perhaps,1,0
67,her,1,0
67,mom,1,0
67,called,1,1
67,the,1,1
67,fire,1,1
67,department,1,1
67,and,1,1
67,so,1,0
67,the,1,0
67,fire,1,0
67,department,1,0
67,the,1,1
67,firefighters,1,1
67,have,1,1
67,brought,1,1
67,their,1,1
67,trunk,1,1
67,along,1,1
67,with,1,1
67,what,1,0
67,looks,1,0
67,like,1,0
67,about,1,0
67,the,1,1
67,same,1,1
67,size,1,1
67,ladder,1,1
67,and,1,1
67,they,1,1
67,are,1,1
67,going,1,1
67,to,1,1
67,help,1,1
67,either,1,0
67,the,1,1
67,dad,1,1
67,or,1,0
67,the,1,0
67,dad,1,0
67,out,1,1
67,of,1,1
67,the,1,1
67,tree,1,1
67,or,1,0
67,perhaps,1,0
67,both,1,0
67,my,1,0
67,guess,1,0
67,is,1,0
67,the,1,0
67,cat,1,0
67,can,1,0
67,get,1,0
67,out,1,0
67,of,1,0
67,the,1,0
67,tree,1,0
67,any,1,0
67,time,1,0
67,she,1,0
67,wants,1,0
67,to,1,0
67,umm,0,0
67,but,1,0
67,so,1,0
67,my,1,0
67,guess,1,0
67,is,1,0
67,once,1,0
67,they,1,0
67,help,1,0
67,the,1,0
67,dad,1,0
67,out,1,0
67,of,1,0
67,the,1,0
67,tree,1,0
67,they,1,0
67,will,1,0
67,go,1,0
67,in,1,0
67,the,1,0
67,house,1,0
67,and,1,0
67,get,1,0
67,something,1,0
67,nice,1,0
67,to,1,0
67,drink,1,0
67,and,1,0
67,the,1,0
67,cat,1,0
67,will,1,0
67,come,1,0
67,down,1,0
67,on,1,0
67,her,1,0
67,own,1,0
67,and,1,0
67,the,1,0
67,dog,1,0
67,especially,1,0
67,if,1,0
67,they,1,0
67,get,1,0
67,the,1,0
67,dog,1,0
67,back,1,0
67,in,1,0
67,the,1,0
67,house,1,0
67,with,1,0
67,them,1,0
67,so,1,0
67,i,1,0
67,think,1,0
67,that,1,0
67,what,1,0
67,going,1,0
67,happen,1,0
67,the,1,0
67,dad,1,0
67,got,1,0
67,down,1,0
67,from,1,0
67,the,1,0
67,tree,1,0
67,they,1,0
67,went,1,0
67,into,1,0
67,the,1,0
67,house,1,0
67,the,1,0
67,cat,1,0
67,casually,1,0
67,climbed,1,0
67,back,1,0
67,down,1,0
67,from,1,0
67,the,1,0
67,tree,1,0
67,and,1,0
67,disappeared,1,0
67,behind,1,0
67,the,1,0
67,house,1,0
67,the,1,0
67,end,1,0
79,a,1,1
79,picture,1,1
79,of,1,1
79,a,1,1
79,man,1,1
79,who,1,1
79,went,1,1
79,up,1,1
79,the,1,1
79,tree,1,1
79,to,1,1
79,rescue,1,1
79,the,1,1
79,kitty,1,1
79,and,1,1
79,in,1,1
79,the,1,1
79,process,1,1
79,he,1,1
79,got,1,1
79,stuck,1,1
79,up,1,1
79,on,1,1
79,the,1,1
79,tree,1,1
79,and,1,1
79,they,1,1
79,had,1,1
79,to,1,1
79,call,1,1
79,the,1,1
79,fire,1,1
79,department,1,1
79,to,1,1
79,get,1,1
79,him,1,1
79,down,1,1
79,and,1,1
79,to,1,0
79,rescue,1,1
79,him,1,1
79,and,1,0
79,the,1,1
79,girl,1,1
79,is,1,1
79,crying,1,1
79,about,1,1
79,the,1,1
79,kitty,1,1
79,and,1,1
79,the,1,1
79,dog,1,1
79,is,1,1
79,barking,1,1
79,it,1,0
79,seems,1,0
79,as,1,0
79,though,1,0
79,the,1,1
79,ladder,1,1
79,out,1,1
79,away,1,1
79,from,1,1
79,the,1,1
79,man,1,1
79,and,1,1
79,that,1,1
79,how,1,1
79,he,1,1
79,got,1,1
79,stuck,1,1
79,in,1,1
79,the,1,1
79,tree,1,1
80,mm,0,0
80,um,0,0
80,the,1,1
80,little,1,1
80,girl,1,1
80,was,1,1
80,tryna,1,1
80,to,1,1
80,um,0,0
80,get,1,1
80,her,1,1
80,cat,1,1
80,from,1,1
80,the,1,1
80,tree,1,1
80,and,1,1
80,the,1,1
80,the,1,1
80,man,1,1
80,looks,1,1
80,like,1,1
80,a,1,0
80,he,1,1
80,was,1,1
80,scared,1,1
80,um,0,0
80,well,1,0
80,the,1,1
80,dog,1,1
80,was,1,1
80,barking,1,1
80,um,0,0
80,so,1,0
80,he,1,0
80,went,1,0
80,down,1,0
80,he,1,0
80,get,1,0
80,fire,1,1
80,department,1,1
80,to,1,0
80,go,1,0
80,to,1,0
80,the,1,0
80,xxx,0,0
80,his,1,0
80,tree,1,0
80,and,1,0
80,uh,0,0
80,there,1,1
80,was,1,1
80,a,1,1
80,um,0,0
80,bird,1,1
80,chirping,1,1
80,and,1,0
80,the,1,0
80,ladder,1,0
80,and,1,0
80,now,1,0
80,tricycle,1,1
80,firetruck,1,1
80,it,1,0
127,upon,1,0
127,a,1,0
127,time,1,0
127,this,1,0
127,little,1,0
127,girl,1,0
127,named,1,0
127,do,1,0
127,know,1,0
127,we,1,0
127,call,1,0
127,her,1,0
127,rebecca,1,1
127,had,1,1
127,a,1,1
127,cat,1,1
127,and,1,0
127,he,1,1
127,decided,1,1
127,to,1,1
127,run,1,1
127,outside,1,1
127,and,1,0
127,and,1,0
127,climb,1,1
127,up,1,1
127,in,1,1
127,a,1,1
127,tree,1,1
127,and,1,0
127,she,1,0
127,got,1,1
127,stuck,1,1
127,so,1,0
127,she,1,0
127,went,1,1
127,outside,1,1
127,to,1,1
127,try,1,1
127,and,1,0
127,get,1,0
127,her,1,0
127,i,1,0
127,do,1,0
127,know,1,0
127,if,1,1
127,it,1,0
127,was,1,0
127,a,1,0
127,boy,1,0
127,or,1,0
127,a,1,0
127,girl,1,0
127,cat,1,1
127,but,1,0
127,rebecca,1,1
127,was,1,1
127,calling,1,1
127,for,1,1
127,the,1,1
127,cat,1,1
127,to,1,1
127,come,1,1
127,down,1,1
127,she,1,1
127,rode,1,1
127,her,1,1
127,tricycle,1,1
127,out,1,1
127,to,1,1
127,the,1,1
127,tree,1,1
127,and,1,0
127,um,0,0
127,dad,1,1
127,followed,1,1
127,her,1,1
127,out,1,1
127,as,1,1
127,well,1,1
127,as,1,1
127,her,1,1
127,dog,1,1
127,and,1,0
127,the,1,1
127,dog,1,1
127,was,1,1
127,barking,1,1
127,at,1,1
127,the,1,1
127,dad,1,1
127,because,1,1
127,the,1,1
127,dad,1,1
127,climbed,1,1
127,up,1,1
127,the,1,1
127,tree,1,1
127,was,1,1
127,trying,1,1
127,to,1,1
127,get,1,1
127,the,1,1
127,cat,1,1
127,but,1,1
127,he,1,1
127,got,1,1
127,stuck,1,1
127,uh,0,0
127,so,1,0
127,the,1,1
127,mom,1,1
127,was,1,1
127,inside,1,1
127,and,1,0
127,she,1,1
127,called,1,1
127,the,1,1
127,fire,1,1
127,department,1,1
127,because,1,1
127,no,1,1
127,one,1,1
127,could,1,1
127,get,1,1
127,the,1,1
127,cat,1,1
127,down,1,1
127,and,1,0
127,now,1,0
127,the,1,1
127,cat,1,1
127,and,1,0
127,the,1,1
127,dad,1,1
127,are,1,1
127,stuck,1,1
127,in,1,1
127,the,1,1
127,tree,1,1
127,so,1,0
127,the,1,1
127,fire,1,1
127,truck,1,1
127,drove,1,1
127,up,1,1
127,and,1,0
127,two,1,1
127,firemen,1,1
127,came,1,1
127,with,1,1
127,a,1,1
127,ladder,1,1
127,to,1,1
127,help,1,1
127,everyone,1,1
127,get,1,1
127,down,1,1
127,so,1,0
127,it,1,0
127,was,1,0
127,a,1,0
127,happy,1,0
127,ending,1,0
127,all,1,0
127,the,1,0
127,the,1,1
127,dad,1,1
127,the,1,0
127,daughter,1,0
127,and,1,0
127,the,1,1
127,animals,1,1
127,all,1,1
127,went,1,1
127,back,1,1
127,inside,1,1
127,the,1,1
127,house,1,1
128,so,1,0
128,there,1,1
128,was,1,1
128,a,1,1
128,cat,1,1
128,that,1,1
128,go,1,1
128,stuck,1,1
128,in,1,1
128,a,1,1
128,tree,1,1
128,and,1,0
128,the,1,1
128,little,1,1
128,girl,1,1
128,went,1,1
128,to,1,1
128,have,1,1
128,her,1,1
128,dad,1,1
128,get,1,1
128,the,1,1
128,cat,1,1
128,out,1,1
128,of,1,1
128,the,1,1
128,tree,1,1
128,and,1,0
128,he,1,0
128,climbed,1,0
128,up,1,0
128,the,1,0
128,tree,1,0
128,to,1,0
128,retrieve,1,0
128,the,1,0
128,cat,1,0
128,he,1,1
128,got,1,1
128,stuck,1,1
128,and,1,0
128,the,1,1
128,mom,1,1
128,who,1,1
128,not,1,1
128,in,1,1
128,the,1,1
128,picture,1,1
128,called,1,1
128,the,1,1
128,fire,1,1
128,department,1,1
128,to,1,1
128,rescue,1,1
128,both,1,1
128,the,1,1
128,dad,1,1
128,and,1,0
128,the,1,1
128,cat,1,1
128,up,1,1
128,in,1,1
128,the,1,1
128,tree,1,1
129,once,1,0
129,upon,1,0
129,a,1,0
129,time,1,0
129,little,1,1
129,girl,1,1
129,was,1,1
129,playing,1,1
129,outside,1,1
129,riding,1,1
129,her,1,1
129,tricycle,1,1
129,with,1,1
129,her,1,1
129,cat,1,1
129,and,1,0
129,her,1,1
129,dog,1,1
129,and,1,0
129,her,1,1
129,cat,1,1
129,got,1,1
129,away,1,1
129,from,1,0
129,her,1,0
129,and,1,0
129,ran,1,1
129,up,1,1
129,and,1,0
129,got,1,1
129,stuck,1,1
129,in,1,1
129,a,1,1
129,tree,1,1
129,so,1,0
129,she,1,1
129,called,1,1
129,for,1,1
129,her,1,1
129,dad,1,1
129,because,1,1
129,the,1,1
129,cat,1,1
129,was,1,1
129,stuck,1,1
129,in,1,1
129,the,1,1
129,tree,1,1
129,so,1,0
129,her,1,1
129,dad,1,1
129,and,1,0
129,a,1,1
129,ladder,1,1
129,and,1,0
129,climbed,1,1
129,up,1,1
129,in,1,1
129,the,1,1
129,to,1,1
129,try,1,1
129,to,1,1
129,go,1,1
129,get,1,1
129,the,1,1
129,cat,1,1
129,but,1,1
129,the,1,1
129,cat,1,1
129,got,1,1
129,scared,1,1
129,and,1,0
129,ran,1,1
129,out,1,1
129,on,1,1
129,the,1,1
129,tiny,1,1
129,little,1,1
129,branch,1,1
129,and,1,0
129,the,1,1
129,dad,1,1
129,could,1,1
129,reach,1,1
129,it,1,1
129,and,1,0
129,when,1,1
129,he,1,1
129,was,1,1
129,trying,1,1
129,to,1,1
129,move,1,1
129,the,1,1
129,ladder,1,1
